payment_id,issuer,payment_method,amount_inr,status,error_reason,hour_of_day,day_of_month
pay_northwind_2339,Fino Payments Bank Ltd.,upi,600.12,failed,request_timed_out,4,10
pay_northwind_2340,India Post Payments Bank Limited,upi,966.67,captured,,3,3
pay_northwind_2341,Indian Bank,upi,779.85,captured,,0,12
pay_northwind_2342,Bank of Baroda,upi,561.95,failed,credit_limit_exceeded,18,2
pay_northwind_2343,Bank of Baroda,upi,42.45,captured,,21,14
pay_northwind_2344,Bank of Baroda,card,123.32,captured,,5,1
pay_northwind_2345,State Bank of India,upi,168.24,failed,payment_pending_approval,23,9
pay_northwind_2346,State Bank of India,upi,68.22,captured,,2,26
pay_northwind_2347,State Bank of India,upi,444.5,captured,,23,15
pay_northwind_2348,HDFC Bank Ltd.,upi,969.46,captured,,5,8
pay_northwind_2349,Bank of Baroda,upi,452.87,captured,,1,19
pay_northwind_2350,Fino Payments Bank Ltd.,upi,157.62,captured,,1,6
pay_northwind_2351,State Bank of India,upi,490.18,captured,,1,18
pay_northwind_2352,HDFC Bank Ltd.,card,93.17,captured,,1,23
pay_northwind_2353,Bank of Maharashtra,netbanking,314.12,captured,,23,2
pay_northwind_2354,State Bank of India,upi,314.66,captured,,1,3
pay_northwind_2355,Canara Bank,upi,700.58,captured,,11,9
pay_northwind_2356,Airtel Payments Bank Limited,card,22807.4,captured,,4,27
pay_northwind_2357,State Bank of India,upi,259.53,failed,payment_collect_request_expired,0,13
pay_northwind_2358,State Bank of India,card,76.08,captured,,2,9
pay_northwind_2359,State Bank of India,upi,39.14,captured,,11,5
pay_northwind_2360,State Bank of India,upi,632.02,captured,,20,9
pay_northwind_2361,Indusind Bank Ltd.,upi,724.7,captured,,0,6
pay_northwind_2362,Union Bank of India,upi,31.42,failed,invalid_currency,4,15
pay_northwind_2363,Punjab National Bank,upi,579.87,captured,,5,28
pay_northwind_2364,HDFC Bank Ltd.,upi,819.64,captured,,13,12
pay_northwind_2365,Indian Bank,upi,134.18,captured,,15,26
pay_northwind_2366,State Bank of India,upi,714.0,captured,,0,27
pay_northwind_2367,Union Bank of India,upi,3559.69,captured,,2,15
pay_northwind_2368,Kotak Mahindra Bank,upi,117.85,captured,,18,1
pay_northwind_2369,Indusind Bank Ltd.,upi,921.88,captured,,1,25
pay_northwind_2370,Punjab National Bank,card,13.1,captured,,4,4
pay_northwind_2371,Union Bank of India,card,34.46,captured,,23,3
pay_northwind_2372,Bank of Maharashtra,upi,162.84,failed,collect_request_pending,4,11
pay_northwind_2373,State Bank of India,upi,49.74,failed,payment_collect_request_expired,4,14
pay_northwind_2374,Punjab National Bank,upi,879.48,captured,,23,23
pay_northwind_2375,Union Bank of India,upi,469.49,captured,,12,1
pay_northwind_2376,Airtel Payments Bank Limited,upi,593.71,failed,invalid_device,4,11
pay_northwind_2377,Canara Bank,netbanking,205.27,captured,,10,24
pay_northwind_2378,Kotak Mahindra Bank,upi,229.54,captured,,23,24
pay_northwind_2379,Kotak Mahindra Bank,upi,798.31,captured,,3,5
pay_northwind_2380,Union Bank of India,upi,456.97,failed,payment_session_expired,12,9
pay_northwind_2381,Bank of Baroda,upi,665.97,captured,,4,15
pay_northwind_2382,HDFC Bank Ltd.,upi,172.64,captured,,5,28
pay_northwind_2383,HDFC Bank Ltd.,upi,608.67,captured,,23,26
pay_northwind_2384,Airtel Payments Bank Limited,upi,56.58,captured,,17,5
pay_northwind_2385,Punjab National Bank,upi,64.39,captured,,4,6
pay_northwind_2386,State Bank of India,upi,432.32,captured,,23,10
pay_northwind_2387,Kotak Mahindra Bank,upi,8.08,captured,,5,7
pay_northwind_2388,Punjab National Bank,upi,226.8,captured,,1,17
pay_northwind_2389,State Bank of India,card,820.57,failed,mcc_amount_limit_exceeded,0,8
pay_northwind_2390,HDFC Bank Ltd.,upi,599.6,captured,,5,7
pay_northwind_2391,UCO Bank,upi,162.29,captured,,12,13
pay_northwind_2392,State Bank of India,card,2727.76,captured,,2,1
pay_northwind_2393,Axis Bank Ltd.,upi,46.42,captured,,3,18
pay_northwind_2394,HDFC Bank Ltd.,upi,114.48,captured,,23,5
pay_northwind_2395,Punjab National Bank,netbanking,92.71,captured,,1,6
pay_northwind_2396,Canara Bank,upi,332.79,failed,incorrect_pin,18,20
pay_northwind_2397,Bank Of India,upi,179.87,captured,,5,26
pay_northwind_2398,Union Bank of India,upi,35.61,failed,incorrect_pin,0,26
pay_northwind_2399,Indian Overseas Bank,card,674.14,captured,,23,20
